University,latitude,longitude,Foundedin,incomegroup,Number of Student
Siam University,13.7213053,100.4533478,1965.0,Upper middle income,109420
Siantou University Institute,3.8502813,11.5219797,1991.0,Lower middle income,11605
Sias University,34.396007,113.764348,1998.0,Upper middle income,76520
Siberian Academy Of Finance And Banking,55.0571614,82.9119732,1992.0,Upper middle income,14268
Siberian Academy Of Public Administration,55.6651109,37.4793589,1991.0,Upper middle income,27629
Siberian Independent Institute,55.0650289,82.896788,1992.0,Upper middle income,14268
Siberian Institute Of Business And Information Technology,55.0222918,73.390543,1996.0,Upper middle income,12739
"Siberian Institute Of Business, Management And Psychology",56.0081868,92.9595817,1995.0,Upper middle income,14242
Siberian Law Institute Of The Russian Federation Fsdc,53.343176,83.787854,1993.0,Upper middle income,29445
Siberian State Academy Of Geodesy,54.9861594,82.8631949,1932.0,Upper middle income,75488
Siberian State Aerospace University,56.0125961,92.9742202,1959.0,Upper middle income,61246
Siberian State Automobile And Transport Academy,55.0228371,73.3007737,1930.0,Upper middle income,76583
Siberian State Industrial University,53.7555614,87.1309314,1930.0,Upper middle income,76498
Siberian State Medical University,56.4728589,84.9491219,1878.0,Upper middle income,43557
Siberian State Technological University,56.012352,92.8688639,1930.0,Upper middle income,156622
Siberian State Transport University,55.065677,82.9263202,1932.0,Upper middle income,104047
Siberian State University Of Physical Education,54.9752763,73.4334962,1950.0,Upper middle income,44162
Siberian State University Of Telecommunications And Informatics,55.0137933,82.9519205,1953.0,Upper middle income,112294
Siberian University Of Consumer Cooperatives,54.9905523,82.9098585,1956.0,Upper middle income,114877
Sichuan Agricultural University,29.977484,102.993691,1906.0,Upper middle income,114176
Sichuan Conservatory Of Music,30.635338,104.078849,1939.0,Upper middle income,58791
Sichuan Film And Television University,30.724051,104.026606,1992.0,Upper middle income,23754
Sichuan Film And Television University,30.724051,104.026606,2009.0,Upper middle income,16342
Sichuan Fine Arts Institute,29.4878707,106.5426937,1940.0,Upper middle income,5337
Sichuan Institute Of Industrial Technology,44.435209,-65.213655,2014.0,Upper middle income,27549
Sichuan International Studies University,29.571929,106.436244,1950.0,Upper middle income,44014
Sichuan Minzu College,29.9511298,101.75085,1985.0,Upper middle income,50176
Sichuan Normal University,30.663772,104.025472,1946.0,Upper middle income,165196
Sichuan Technology And Business University,30.82348,103.9811,2001.0,Upper middle income,19312
Sichuan University Of Arts And Science,31.235191,107.472399,1976.0,Upper middle income,54656
Sichuan University Of Culture And Arts,43.8686421,-79.2816774,2001.0,Upper middle income,14624
Sichuan University Of Science And Engineering,29.335133,104.766023,1965.0,Upper middle income,149978
Sidho Kanho Birsha University,23.3612772,86.3400323,2010.0,Lower middle income,6604
Sidi Mohammed Ben Abdellah University - Fez,34.0338293,-4.9798763,1975.0,Lower middle income,387458
Sidi Mohammed Ben Abdellah University - Fez - Advanced Teacher Training College Of Fez,34.0338293,-4.9798763,1978.0,Lower middle income,25898
Sido Kanhu Murmu University,24.2750457,87.2880359,1991.0,Lower middle income,230541
Siedlce University Of Natural Sciences And Humanities,52.1696246,22.2842718,1969.0,High income,87105
Sigmund Freud University,48.2152366,16.4051069,2003.0,High income,5436
Siirt University,37.9360072,41.9403985,2007.0,Upper middle income,38175
"Sikkim Manipal University Of Health, Medical And Technology Science",27.3172691,88.5971547,1995.0,Lower middle income,11328
Siksha 'O' Anusandhan University (Deemed To Be University),20.2590372,85.79181,1996.0,Lower middle income,28661
Silesian Academy Of Medical Sciences In Katowice,50.2506482,19.0101533,1948.0,High income,43160
Silesian University In Opava,49.9388228,17.8981058,1989.0,High income,28116
Silesian University Of Technology,50.2909719,18.6746196,1945.0,High income,249429
Silpakorn University,13.752533,100.4899526,1934.0,Upper middle income,101780
Silva And Souza Integrated Faculties,-22.938597,-43.3401325,1971.0,Upper middle income,34530
Silva Henr��Quez Catholic University,-33.4464681,-70.6415218,1991.0,High income,37072
Simad University,2.0662287,45.326492,1999.0,Low income,12914
Simmons College,42.339063,-71.1004376,1899.0,High income,33647
Simon Bolivar Peruvian University,-12.0714689,-77.0510524,2006.0,Upper middle income,14099
Simon Bol��Var Experimental University,10.408363,-66.8755735,1967.0,Upper middle income,76520
Simon Fraser University,49.2780937,-122.9198833,1963.0,High income,210383
Simon I. Patino University,-17.3750754,-66.1350198,2006.0,Lower middle income,8960
Simon Kimbangu University,-4.3478662,15.316658,1990.0,Low income,6864
Simon Kuznets Kharkiv National University Of Economics,50.0139409,36.224354,1930.0,Lower middle income,99036
Simonsen Integrated Faculties,-22.8788173,-43.4451877,1971.0,Upper middle income,34530
Simpson College,41.3660163,-93.562973,1860.0,High income,21533
Simpson University,40.61343,-122.3313293,1921.0,High income,8548
Sim��N Bol��Var Andean University Ecuador,-0.2114905,-78.4878231,1985.0,Upper middle income,26417
Sim��N Bol��Var University,10.9954596,-74.7915042,1972.0,Upper middle income,59582
Sinai University.,31.114817,33.6907199,2006.0,Lower middle income,13538
Sindh Agricultural University,25.4264016,68.5433884,1939.0,Lower middle income,39578
Sindh Madressatul Islam University,24.8508373,67.0039162,1885.0,Lower middle income,6634
Singapore Institute Of Technology,1.30042,103.7804574,2009.0,High income,16531
Singapore Management University,1.2962727,103.8501578,2000.0,High income,38527
Singapore University Of Social Sciences,1.329081,103.7761967,2005.0,High income,51847
Singhania University,28.132303,75.9540123,2003.0,Lower middle income,7950
Singidunum University,44.7821473,20.4790589,2005.0,Upper middle income,23753
Single Faculty Of Timothy,43.6609086,-79.3959518,2006.0,Upper middle income,15560
Sink University Of Management,55.7899574,49.1354899,1992.0,Upper middle income,16147
Sinning University,43.7840347,-79.2331848,1977.0,Low income,68964
Sinop University,42.005882,35.090169,2007.0,Upper middle income,38175
Sinuiju University Of Light Industry,40.066798,124.4290925,1982.0,Low income,84867
Sir Singhania University,24.6178572,73.9913463,2007.0,Lower middle income,6243
Sir Syed University Of Engineering And Technology,24.9155648,67.0921193,1993.0,Lower middle income,93299
Sirjan University Of Technology,29.4142279,55.6986142,1992.0,Upper middle income,9513
Sirnak University,37.5049229,42.4283177,2008.0,Upper middle income,11902
Sisaket Rajabhat University,15.1163785,104.3595923,1999.0,Upper middle income,46652
Sise Private University,-12.0165774,-76.8901713,2012.0,Upper middle income,11091
Sisea,44.7418746,7.7536482,1958.0,High income,13244
Sistan And Baluchistan University,29.4594668,60.8524125,1974.0,Upper middle income,97744
Sister Orsola Benincasa University,40.8409889,14.2426827,1891.0,High income,38724
Sittway Technological University,20.1940681,92.8547629,2001.0,Lower middle income,8159
Sittway University,20.1454509,92.8635383,1973.0,Lower middle income,16820
Sittway University Of Computer Studies,20.1325544,92.8904912,2001.0,Lower middle income,8159
Sivas Republic University,39.708704,37.0202619,1974.0,Upper middle income,162800
Six Six Kendari College Of Economics,43.6651758,-79.3956466,1994.0,Upper middle income,7760
Skema Business School,50.6361779,3.0753962,1892.0,High income,23307
Slavic Business Institute Named After K.V. Nechaev,39.9986509,-83.0100392,1992.0,Upper middle income,14268
Slavonic University,47.058155,28.8602678,1997.0,Lower middle income,10338
Slovak Medical University,48.1682796,17.0884191,1953.0,High income,281437
Slovak University Of Technology In Bratislava,48.1545931,17.1174804,1938.0,High income,199365
Smith College,42.3162992,-72.6403095,1871.0,High income,39783
Smolensk State Academy Of Medicine,54.7684359,32.0601963,1920.0,Upper middle income,44607
"Smolensk State Academy Of Physical Education, Sports And Tourism (Institute)",54.768415,32.0475301,1950.0,Upper middle income,42654
Smolensk State Agricultural Academy,54.7848844,32.0536068,1974.0,Upper middle income,38134
Smolensk State Institute Of Fine Arts,54.7704424,32.0724837,1961.0,Upper middle income,39332
Smolensk State University,54.7845032,32.0452469,1918.0,Upper middle income,46433
Smolensky University For The Humanities,55.7769758,37.5954305,1992.0,Upper middle income,16065
So Much University,43.6576585,-79.3788017,1972.0,Lower middle income,798371
So University.,35.2700657,128.8719933,1992.0,High income,25158
Soai University,34.634745,135.42776,1888.0,High income,43763
Soares De Oliveira Integrated Faculties,-20.5549264,-48.5710954,1973.0,Upper middle income,29355
Soas University Of London,51.52235,-0.129259,1916.0,High income,39742
Sochi State University For Tourism And Recreation,55.9699834,37.7901156,1989.0,Upper middle income,12607
Social Faculty Of Bahia,43.7830333,-79.1873806,2001.0,Upper middle income,22113
Social Legal Institute Of Economic Security,55.4103069,37.9024513,2000.0,Upper middle income,12723
Social Sciences University Of Ankara,39.9427316,32.8564133,2013.0,Upper middle income,112626
Sociesc Faculty,-26.9266557,-49.0640946,1998.0,Upper middle income,25076
Sociesc Faculty - Higher Education Institute Of Blumenau,-26.9266554,-49.0642541,2000.0,Upper middle income,16345
Sociesc Faculty - Sociesc Faculty Of Balne��Rio Cambori��,-26.994729,-48.6487541,2005.0,Upper middle income,19209
Sociesc Faculty - Tupy Faculty Of Technology - Curitiba,-25.5169657,-49.2906863,2004.0,Upper middle income,22113
Sociesc Faculty - Tupy University Center,-25.5169657,-49.2906863,2013.0,Upper middle income,13854
Socio-Medical University In Warsaw,52.2461459,21.0809661,2009.0,High income,7922
Sogang University,37.5509442,126.9410023,1960.0,High income,83665
Sogipa Faculty Of Physical Education,-30.01,-51.1875,1867.0,Upper middle income,41403
Sohag University,26.5642669,31.7089233,1979.0,Lower middle income,166322
Sohar College Of Applied Sciences,24.2938331,56.7822039,1994.0,High income,16549
Sohar Nursing Institute,24.3457658,56.7353628,1991.0,High income,14329
Sohar University,24.2978405,56.780271,2001.0,High income,18879
Sojo University,32.8333198,130.6987181,1965.0,High income,11776
Sojourner-Douglass College,39.2943114,-76.5999896,1980.0,High income,9498
Soka University,35.6908122,139.3269341,1971.0,High income,66367
Sokhumi State University,41.7203792,44.7088102,1932.0,Upper middle income,38129
Sokoine University Of Agriculture,-6.8520287,37.6575913,1984.0,Lower middle income,20523
Solapur University,17.7232263,75.8410508,2004.0,Lower middle income,23709
Solar Light Foreign Language College,44.0081076,-73.1760413,2002.0,Upper middle income,5316
Solikamsk State Pedagogical Institute,59.7016645,56.7068166,1991.0,Upper middle income,27629
Somali International University,2.0352356,45.3104774,2012.0,Low income,5438
Somali National University,2.0399013,45.2914569,1954.0,Low income,16078
Some University,22.7666499,100.9978,1977.0,Upper middle income,42807
Songdo University,37.3710849,126.6174115,1961.0,Low income,101084
Songdowon University,39.0581367,125.7682553,1971.0,Low income,80152
Songkla Rajabhat University,7.1713604,100.6137327,1919.0,Upper middle income,66736
Songwon University,35.1087462,126.8744058,2001.0,High income,9580
Sonoda Women'S University,34.7480145,135.4093187,1966.0,High income,11304
Sonoma State University,38.3416399,-122.6765793,1960.0,High income,92884
Sonou University Courses,6.3571707,2.4268286,2007.0,Lower middle income,13172
Soochow University,31.303257,120.651928,1900.0,Upper middle income,262863
Sookmyung Women'S University,37.546475,126.9646916,1906.0,High income,97018
Soonchunhyang University,36.7697899,126.9317528,1978.0,High income,58203
Soongsil University,37.4963462,126.9568865,1897.0,High income,107645
Soore Universityity,35.7001918,51.3704922,1993.0,Upper middle income,15223
Sophia University,35.6831488,139.7320237,1913.0,High income,134717
Sophiahemmet University College.,59.3479601,18.0789508,1884.0,High income,47313
Sopot University Of Applied Sciences,54.4289756,18.5636285,2000.0,High income,12121
Soran University,36.64848,44.536949,2009.0,Upper middle income,10962
Sorbonne University,48.8505515,2.3403275,1970.0,High income,68098
Souphanouvong University,19.9218398,102.1869784,2003.0,Lower middle income,38003
Source University,9.5977442,-13.6568338,2004.0,Low income,10809
South African College Of Applied Psychology,-33.9785082,18.4634652,1997.0,Upper middle income,19067
South African School Of Motion Picture Medium And Live Performance,43.7824893,-79.1887005,1994.0,Upper middle income,18132
South American University,-25.2823426,-57.4988129,2009.0,Upper middle income,8209
South China Agricultural University,23.1568182,113.3536811,1909.0,Upper middle income,136141
South China Normal University,23.139094,113.3517891,1933.0,Upper middle income,170324
South China University Of Technology,23.151326,113.344683,1918.0,Upper middle income,366978
South Colombian University,2.9429924,-75.3008777,1968.0,Upper middle income,48856
South East European University,41.9867107,20.9607297,2001.0,Upper middle income,18662
South Eastern Kenya University,-1.3099491,37.7558212,2008.0,Lower middle income,17023
South Eastern University Of Sri Lanka,7.2969678,81.8500328,1995.0,Lower middle income,5752
South Indian Institution For The Propagation Of Hindi,13.0350507,80.239573,1918.0,Lower middle income,12474
South University,31.9996116,-81.1054749,1899.0,High income,27480
South Ural State Humanitarian Pedagogical University,55.1595136,61.3877294,1934.0,Upper middle income,45284
