University,latitude,longitude,Foundedin,incomegroup,private01,Number of Student
University Of The Andes,8.6068621,-71.145264,1785.0,Upper middle income,0.0,328548.0
University Of The Arts London,51.5177884,-0.1163673,1891.0,High income,0.0,65161.0
University Of The Atlantic,11.0191881,-74.8731999,1941.0,Upper middle income,0.0,140523.0
University Of The Caribbean,18.433499,-69.950856,1995.0,Upper middle income,1.0,119485.0
University Of The Cumberlands,36.7371496,-84.1638243,1889.0,High income,1.0,37588.0
University Of The District Of Columbia,38.9446253,-77.0656301,1975.0,High income,0.0,109459.0
University Of The East,10.1732454,-64.6525884,1958.0,Upper middle income,0.0,505055.0
University Of The East,14.6017243,120.9889085,1946.0,Lower middle income,1.0,94724.0
University Of The East,20.0435146,-75.8172894,1947.0,Upper middle income,0.0,103668.0
University Of The Fraser Valley,49.0313016,-122.2858506,1974.0,High income,0.0,75294.0
University Of The Free State,-29.1075973,26.1924506,1904.0,Upper middle income,0.0,178441.0
University Of The Free State - Qwaqwa Campus,-28.4855778,28.8248215,1982.0,Upper middle income,0.0,95346.0
University Of The Frontier,-38.747816,-72.616833,1981.0,High income,0.0,57015.0
University Of The Isthmus,14.5128148,-90.4525768,1997.0,Upper middle income,1.0,78519.0
University Of The Littoral Opal Coast,51.0377158,2.3705652,1991.0,High income,0.0,55461.0
University Of The Month,20.0277982,42.6130781,2013.0,High income,0.0,31069.0
University Of The North,-25.2861305,-57.6181785,1991.0,Upper middle income,1.0,83514.0
University Of The North,11.0194794,-74.8504209,1966.0,Upper middle income,1.0,66947.0
University Of The Pacific,3.8478884,-76.9992011,1988.0,Upper middle income,0.0,35383.0
University Of The Pacific,37.9778621,-121.3138459,1851.0,High income,1.0,69433.0
University Of The Peloponnese,37.5197782,22.3699571,2000.0,High income,0.0,32710.0
University Of The People,34.1462045,-118.1380151,2009.0,High income,1.0,266711.0
University Of The Punjab,31.4789841,74.2661627,1882.0,Lower middle income,0.0,373570.0
University Of The Republic,-34.9025957,-56.176535,1833.0,High income,0.0,792424.0
University Of The Ryukyus,26.2516868,127.7684078,1950.0,High income,0.0,81238.0
University Of The Sinu River,8.7671218,-75.8849401,1975.0,Upper middle income,1.0,82891.0
University Of The South Pacific,-18.1480462,178.4476007,1968.0,Upper middle income,0.0,111655.0
University Of The Sunshine Coast,-26.7169935,153.0658032,1994.0,High income,0.0,38554.0
University Of The Third Age,18.4504781,-69.9562435,1989.0,Upper middle income,1.0,46638.0
University Of The Valley,3.3762004,-76.5309008,1945.0,Upper middle income,0.0,84649.0
University Of The Valley - Buga Branch,3.3758083,-76.5333726,1986.0,Upper middle income,0.0,35426.0
University Of The Valley - Pacific Branch,3.3758083,-76.5333726,1986.0,Upper middle income,0.0,35426.0
University Of The Valley - Zarzal Branch,4.3715962,-76.0709375,1986.0,Upper middle income,0.0,35426.0
University Of The West,14.8424255,-91.5380162,2010.0,Upper middle income,1.0,52754.0
University Of The West Indies - Cave Hill Campus,13.1345645,-59.6297875,1962.0,High income,0.0,38702.0
University Of The West Of England,51.5006453,-2.5474336,1969.0,High income,0.0,199008.0
University Of The Western Cape,-33.9212663,18.6319675,1959.0,Upper middle income,0.0,114570.0
University Of The Witwatersrand,-26.1928836,28.0304733,1896.0,Upper middle income,0.0,245160.0
University Of Tikrit,33.3121039,44.4469538,1987.0,Upper middle income,0.0,63805.0
University Of Tirana,41.3574439,19.839334,1957.0,Upper middle income,0.0,216519.0
University Of Tokushima,34.0699272,134.5598132,1874.0,High income,0.0,69318.0
University Of Tolima,4.4277801,-75.213388,1945.0,Upper middle income,0.0,140107.0
University Of Toronto,43.6609086,-79.3959518,1827.0,High income,1.0,683209.0
University Of Toronto - University Of St. Michael'S College,43.6668637,-79.3904846,1852.0,High income,0.0,398589.0
University Of Toronto - University Of Trinity College,43.6651758,-79.3956466,1852.0,High income,0.0,398589.0
University Of Toronto - Victoria University,48.4634067,-123.3116935,1836.0,High income,0.0,398589.0
University Of Toronto - Wycliffe College,43.6645047,-79.394678,1877.0,High income,0.0,398589.0
University Of Toulon,43.137653,6.014545,1968.0,High income,0.0,66888.0
University Of Toulouse Jean Jaur��S,43.5763289,1.4020557,1970.0,High income,0.0,216906.0
University Of Tours,47.3838185,0.6739458,1970.0,High income,0.0,211796.0
University Of Transport And Communications,21.0281545,105.8034205,1945.0,Lower middle income,0.0,139622.0
University Of Tras-Os-Montes And Alto Douro,41.2885402,-7.7390709,1973.0,High income,0.0,43320.0
University Of Trento,46.0668656,11.1231731,1962.0,High income,0.0,104492.0
University Of Trier,49.7451094,6.6878053,1473.0,High income,0.0,98363.0
University Of Trieste,45.6595455,13.7947478,1877.0,High income,0.0,205750.0
University Of Trnava In Trnava,48.3795943,17.5869495,1992.0,High income,0.0,37032.0
University Of Tsukuba,36.1067848,140.1018998,1872.0,High income,0.0,152787.0
University Of Tunis,36.7865521,10.1693319,1960.0,Lower middle income,0.0,300295.0
University Of Turin,45.069428,7.6889006,1404.0,High income,0.0,619389.0
University Of Tuscia,42.4133024,12.1122778,1979.0,High income,0.0,50829.0
University Of Tuzla.,44.5317826,18.6868161,1976.0,Upper middle income,0.0,110750.0
University Of Tyumen,57.1594174,65.5314709,1930.0,Upper middle income,0.0,70114.0
University Of T��Bingen,48.5294782,9.043774,1477.0,High income,0.0,265280.0
University Of Udine,46.0810723,13.2119474,1978.0,High income,0.0,91735.0
University Of Ulsan,35.5437411,129.2562843,1970.0,High income,1.0,54299.0
University Of Ulster,55.1428205,-6.6709545,1984.0,High income,0.0,157870.0
University Of Urbino Carlo Bo,43.723217,12.6368665,1506.0,High income,1.0,194163.0
University Of Uyo,5.0408218,7.919841,1983.0,Lower middle income,0.0,121251.0
University Of Valencia,39.4790511,-0.3590873,1502.0,High income,0.0,489324.0
University Of Valladolid,41.6569271,-4.7140547,1241.0,High income,0.0,313992.0
University Of Valpara��So,-33.0404904,-71.6253892,1911.0,High income,0.0,92448.0
University Of Vechta,52.7209126,8.2941199,1830.0,High income,0.0,88071.0
University Of Veracruz,19.5201942,-96.9175779,1944.0,Upper middle income,0.0,619033.0
University Of Verona,45.4365011,11.0032198,1959.0,High income,0.0,139090.0
University Of Veterinary Medicine And Animal Husbandry,43.5312879,-80.2323142,1955.0,Low income,0.0,99207.0
University Of Vic-Central University Of Catalunya,41.9337609,2.2472819,1599.0,High income,1.0,37531.0
University Of Victoria,48.4634067,-123.3116935,1903.0,High income,0.0,164767.0
University Of Vienna,48.2131855,16.3600504,1365.0,High income,0.0,723960.0
University Of Vigo.,42.1697632,-8.6845784,1989.0,High income,0.0,170049.0
University Of Vlora Ismail Qemali,40.4542704,19.4847554,1994.0,Upper middle income,0.0,44685.0
University Of Wales,51.4855979,-3.1809939,1893.0,High income,0.0,445775.0
University Of Wales Trinity Saint David,52.1143913,-4.0753536,2010.0,High income,0.0,33559.0
University Of Warmia And Mazury In Olsztyn,53.7601848,20.4608081,1999.0,High income,0.0,145931.0
University Of Warsaw,52.2395244,21.0183475,1808.0,High income,0.0,428316.0
University Of Warwick,52.3792525,-1.5614704,1965.0,High income,0.0,135399.0
University Of Waterloo,43.4722854,-80.5448576,1957.0,High income,0.0,279552.0
University Of West Bohemia,49.723644,13.351554,1949.0,High income,0.0,92081.0
University Of West Florida,30.5491387,-87.2185862,1963.0,High income,0.0,94209.0
University Of West Georgia,33.575346,-85.1041219,1906.0,High income,0.0,107656.0
University Of West London,51.5068853,-0.3032026,1860.0,High income,0.0,195756.0
University Of Western Brittany,48.3980619,-4.5074935,1961.0,High income,0.0,167555.0
University Of Western Ontario,43.0095971,-81.2737336,1878.0,High income,0.0,323377.0
University Of Western Ontario - Huron University College,43.0089768,-81.2777032,1863.0,High income,0.0,249729.0
University Of Westminster,51.5169425,-0.1432732,1838.0,High income,0.0,290777.0
University Of Wide Beach,43.6609086,-79.3959518,1948.0,High income,0.0,41547.0
University Of Winchester,51.0600256,-1.3276641,1840.0,High income,0.0,106279.0
University Of Windsor,42.3043142,-83.066039,1857.0,High income,0.0,158795.0
University Of Wollongong,-34.4053088,150.8771962,1951.0,High income,0.0,156753.0
University Of Wolverhampton,52.5880528,-2.1274832,1969.0,High income,0.0,164222.0
University Of Worcester,52.1979634,-2.2419556,1946.0,High income,0.0,93428.0
University Of Wuppertal,51.2447778,7.1495235,1972.0,High income,0.0,140129.0
University Of York,53.9461089,-1.0517718,1963.0,High income,0.0,83775.0
University Of Zabol,31.0363213,61.4891551,1979.0,Upper middle income,0.0,84313.0
University Of Zagreb,45.8106069,15.9699154,1669.0,High income,0.0,589823.0
University Of Zambia,-15.392315,28.3284985,1965.0,Lower middle income,0.0,93053.0
University Of Zaragoza,41.6420639,-0.9015065,1474.0,High income,0.0,346962.0
University Of Zilina.,49.2038536,18.7540336,1953.0,High income,0.0,82689.0
University Of Zimbabwe,-17.7823932,31.0546441,1955.0,Lower middle income,0.0,97207.0
University Of Zulia.,10.6739372,-71.6303628,1891.0,Upper middle income,0.0,499269.0
University Of Zululand,-28.7575813,32.0496905,1959.0,Upper middle income,0.0,83837.0
University Of Zurich,47.3743221,8.5509812,1833.0,High income,0.0,216990.0
University Panth��On-Assas (Paris 2),48.8428014,2.3328157,1970.0,High income,0.0,181336.0
University Savoie Mont Blanc,45.5667599,5.9175864,1970.0,High income,0.0,84795.0
University School Center,14.5988806,120.9917563,1907.0,Lower middle income,1.0,245415.0
University School Of Physical Education In Wroc��Aw,51.1183942,17.091475,1946.0,High income,0.0,145275.0
University University,37.2830557,127.0448373,1973.0,High income,1.0,87003.0
University West,58.2832436,12.2939585,1990.0,High income,0.0,111189.0
Universit�� Gustave Eiffel - Eivp - Paris School Of Urban Engineering,48.8740846,2.3819219,1959.0,High income,0.0,95391.0
Universit�� Paris-Saclay - National School Of Computer Science For Industry And Business,48.7098718,2.1666978,1968.0,High income,0.0,323140.0
Uplaw University,20.3039745,85.8396655,1943.0,Lower middle income,0.0,768164.0
Upper Iowa University,42.841022,-91.799848,1857.0,High income,1.0,52316.0
Ural State Academy Of Law,56.8500294,60.6569633,1931.0,Upper middle income,0.0,100151.0
Ural State Agricultural Academy,56.843694,60.610605,1940.0,Upper middle income,0.0,31869.0
Ural State Forest Engineering University,56.8219223,60.6606788,1930.0,Upper middle income,0.0,81115.0
Ural State Medical Academy,56.8327968,60.5764702,1930.0,Upper middle income,0.0,43942.0
Ural State Music Conservatory Named After M.P. Mussorgsky,56.8374464,60.5998508,1934.0,Upper middle income,0.0,43681.0
Ural State Pedagogical University,56.8803602,60.6147643,1930.0,Upper middle income,0.0,57146.0
Ural State University Named After A.M. Gorky,56.8380613,60.6265,1920.0,Upper middle income,0.0,46287.0
Ural State University Of Economics,56.8257173,60.6019863,1967.0,Upper middle income,0.0,122389.0
Ural State University Of Railway Transport,56.848629,60.5775349,1956.0,Upper middle income,0.0,92175.0
Urgench State University,41.5576469,60.6068184,1992.0,Lower middle income,0.0,121819.0
Urmia University,37.5287415,45.0468558,1878.0,Upper middle income,0.0,52268.0
Urmia University Of Technology,37.5020729,45.0145275,2005.0,Upper middle income,0.0,30206.0
"Usman Danfodian University, Sokoto",13.1246469,5.1993704,1975.0,Lower middle income,0.0,79998.0
Ussurijsk State Pedagogical Institute,43.8065659,131.9833129,1908.0,Upper middle income,0.0,45413.0
Utrecht University,52.0851825,5.1757062,1636.0,High income,0.0,297441.0
Utsunomiya University,36.5482008,139.912899,1949.0,High income,0.0,56409.0
Uttar Pradesh Rajarshi Tandon Open University,25.5350736,81.8531469,1998.0,Lower middle income,0.0,123403.0
Uttaradit Rajabhat University,17.6334887,100.0935269,1936.0,Upper middle income,0.0,65241.0
Uttarakhand Open University,29.1893003,79.5178885,1985.0,Lower middle income,0.0,33845.0
Uzbek State University Of World Languages,41.3087969,69.1876097,1992.0,Lower middle income,0.0,40212.0
Uzhhorod National University,48.6353379,22.2903179,1945.0,Lower middle income,0.0,106501.0
U��Ak University,38.6719516,29.3302028,2006.0,Upper middle income,0.0,38163.0
V.N. Karazin Kharkiv National University,50.0043561,36.2279765,1804.0,Lower middle income,0.0,151215.0
Vaal University Of Technology,-26.710505,27.862479,1966.0,Upper middle income,0.0,116595.0
Valahia University Of T��Rgovi��Te,44.9430991,25.457366,1992.0,High income,0.0,47234.0
Valaya Alongkorn Rajabhat Underwing Under The Royal Patronage,14.1334331,100.6168654,1932.0,Upper middle income,0.0,65534.0
Valdosta State University,30.8465653,-83.2900234,1906.0,High income,0.0,101559.0
Vali-E-Asr University Of Rafsanjan,30.3872192,55.923385,1991.0,Upper middle income,0.0,36656.0
Valparaiso University,41.4639394,-87.0438893,1859.0,High income,1.0,61353.0
Van Centennial Yil University,38.5704673,43.2885203,1982.0,Upper middle income,0.0,72540.0
Vancouver Island University,49.1573024,-123.9664322,1969.0,High income,0.0,90641.0
Vardhaman Mahaveer Open University,25.1341355,75.8111105,1987.0,Lower middle income,0.0,430049.0
Vasile Alecsandri University Of Bacau,46.5549523,26.913739,1961.0,High income,0.0,31185.0
Vasile Goldi�� West University Of Arad,46.1811982,21.2963218,1990.0,High income,1.0,55974.0
Vassil Levski National Sports Academy,42.6450366,23.3489127,1942.0,Upper middle income,0.0,35972.0
Vasyl Stefanyk Precarpathian National University,48.9149544,24.7009554,1940.0,Lower middle income,0.0,33835.0
Vasyl' Stus Donetsk National University,48.002584,37.8289521,1937.0,Lower middle income,0.0,144339.0
Veer Bahadur Singh Purvanchal University,25.8307488,82.6817631,1987.0,Lower middle income,0.0,1408966.0
Veer Narmad South Gujarat University,21.1535246,72.7831883,1949.0,Lower middle income,0.0,532774.0
Vel Tech Rangarajan Dr. Sagunthala R&D Institute Of Science And Technology,13.1761568,80.0983038,1990.0,Lower middle income,1.0,77539.0
Veliki Luki State Agricultural Academy,53.5747726,37.0332605,1957.0,Upper middle income,0.0,32762.0
Velikije Luki State Academy Of Physical Culture And Sport,56.3499911,30.5131063,1970.0,Upper middle income,0.0,39704.0
Via University College,55.8635637,9.8379843,2008.0,High income,0.0,43470.0
Vicente Rocafuerte Lay University Of Guayaquil,-2.1784296,-79.8946465,1966.0,Upper middle income,1.0,85004.0
Victor Babes University Of Pharmacy And Medicine Of Timisoara,45.7572077,21.2365267,1945.0,High income,0.0,49802.0
Victoria Eugenia Royal Music Conservatory Of Granda,37.1795078,-3.6020458,1921.0,High income,0.0,41049.0
Victoria University,-37.7937398,144.8985171,1916.0,High income,0.0,245816.0
Victoria University Of Wellington,-41.2901075,174.7678789,1897.0,High income,0.0,147192.0
Vidyasagar University,22.4319869,87.2978852,1981.0,Lower middle income,0.0,210609.0
Vietnam Maritime University,20.8342261,106.6958673,1956.0,Lower middle income,0.0,152418.0
Vietnam Military Medical University,20.9665581,105.7884374,1981.0,Lower middle income,0.0,34497.0
Vietnam Nation University Of Forestry,20.9111884,105.5766626,1964.0,Lower middle income,0.0,77834.0
Vietnam National University - Ho Chi Minh City,10.8685082,106.7963655,1954.0,Lower middle income,0.0,416386.0
Vietnam National University - Ho Chi Minh City - Ho Chi Minh City University Of Technology,10.7722715,106.6592455,1957.0,Lower middle income,0.0,96955.0
Vietnam National University - Ho Chi Minh City - University Of Science,10.762533,106.6815594,1942.0,Lower middle income,0.0,43456.0
Vietnam National University Of Agriculture,21.0050533,105.9317643,1956.0,Lower middle income,0.0,65240.0
Vietnam University Of Fine Arts,21.0221313,105.8427112,1925.0,Lower middle income,0.0,32691.0
Vikram University,23.1669607,75.8029172,1957.0,Lower middle income,0.0,491244.0
Vilnius Gediminas Technical University,54.7226447,25.3378447,1956.0,High income,0.0,51817.0
